card_type,issuing_bank,card_number,issue_date,expiry_date,billing_date,credit_limit
Japan Credit Bureau,JCB,3528203826718170,42583,49522,24,110600
Discover,Discover,6011182256096240,40634,47209,4,44100
Master Card,Capital One,5121775287687040,39845,40210,12,78800
Japan Credit Bureau,JCB,3555851920541040,41548,47757,2,197400
American Express,American Express,347927179371816,41518,41883,28,130100
American Express,American Express,348943416396440,40725,47665,1,88000
American Express,Bank of America,346996902350877,40969,43160,9,38200
Japan Credit Bureau,JCB,3547584506299910,40452,42278,23,90000
Visa,PNC,4072025163765780,41183,45931,24,135400
Visa,U.S. Bancorp,4372464811213360,40603,45352,15,34000
Diners Club International,Diners Club,30446764957428,39600,42156,14,71000
American Express,American Express,343676701591086,39234,43983,24,85400
Visa,Chase,4438840639248960,40603,47908,20,23300
American Express,Bank of America,375713561369526,41395,47604,5,27500
American Express,American Express,377228730077551,39539,41365,19,126400
Discover,Discover,6459209335762760,40878,42339,23,126500
American Express,Bank of America,347725742804507,42552,49491,21,141100
Master Card,Citibank,5496823941053130,42979,48092,16,96200
Japan Credit Bureau,JCB,3582687872593330,40330,44348,11,85600
Diners Club International,Diners Club,36164299900185,42948,47331,2,105000
Japan Credit Bureau,JCB,3531755842982480,40575,43132,8,27500
Master Card,Wells Fargo,5454411694904180,42979,49919,21,123200
Master Card,Barclays,5490102480676170,39142,40969,13,191900
American Express,American Express,341948971927759,39539,45017,19,70800
Discover,Discover,6011356112572330,42005,44197,25,118500
Master Card,Bank of America,5295845809490720,39722,46296,9,179600
Visa,U.S. Bancorp,4886198708718810,39814,46753,16,56500
Visa,Chase,4804138593251000,42979,45536,14,34300
Discover,Discover,6011010516853360,40026,44409,8,194000
Visa,Chase,4415140673573240,42036,48245,1,171300
American Express,American Express,370409388281870,39234,45444,2,178800
Discover,Discover,6011485525602860,42767,48245,8,160200
American Express,USAA,375057389703148,41791,48000,8,45000
Discover,Discover,6011677189786480,41275,45292,1,96100
Japan Credit Bureau,JCB,3586335124751900,39173,42095,1,16800
Japan Credit Bureau,JCB,3566131005531180,39845,46419,3,57300
American Express,American Express,348386469280717,40299,44317,21,68400
Visa,Chase,4830968328508290,39722,45200,17,180200
Visa,Chase,4044783677975860,40664,42491,24,28000
Diners Club International,Diners Club,36376039036118,39142,44256,18,196900
Master Card,Capital One,5269844593992640,39753,42309,10,100500
Master Card,USAA,5117022722891140,40026,40756,4,37500
American Express,American Express,371680243073186,39814,43466,20,111000
Discover,Discover,6011767699485640,42125,49430,14,111000
Discover,Discover,6011404273053580,39845,46054,8,75600
Visa,USAA,4303050902711330,40118,47058,5,170200
Master Card,Citibank,5110131497629010,42736,43831,14,40100
Visa,Bank of America,4200890310515480,41974,43435,8,166600
Visa,Chase,4113418097438330,41821,45839,26,60900
American Express,USAA,349793350491932,41640,48945,22,48100
Discover,Discover,6011742005905340,39083,40179,2,26700
Diners Club International,Diners Club,30950870539970,39692,42248,1,165500
Master Card,Chase,5205019950897090,41760,45047,22,132500
Diners Club International,Diners Club,30393380441298,40118,43770,15,159700
Diners Club International,Diners Club,39509971824284,39356,42644,18,73400
Master Card,Citibank,5270285320768780,39630,42186,22,176200
Discover,Discover,6011982687903230,40210,42036,8,191600
Visa,Wells Fargo,4429923035232710,41395,42856,26,55400
American Express,American Express,347515082618017,42339,45992,14,96300
Master Card,Chase,5459570557461710,40634,44287,13,36700
Discover,Discover,6225680650356350,42491,46143,2,167900
American Express,U.S. Bancorp,379325886866437,42248,45170,25,25600
Diners Club International,Diners Club,30281781660550,42491,44682,14,70000
Japan Credit Bureau,JCB,3542216968157130,40603,42430,18,128300
Diners Club International,Diners Club,30981093943277,39387,41214,3,103600
American Express,Bank of America,371085119761239,42644,44835,26,96400
Discover,Discover,6011325165299730,41821,48396,3,91100
Master Card,Capital One,5472689581668990,39417,46722,18,190700
Diners Club International,Diners Club,30265194450303,42125,46508,3,156800
American Express,American Express,374535824110186,41974,49279,23,117000
American Express,American Express,340954610353259,41395,47969,3,142300
Master Card,Chase,5197324300566140,42005,46388,24,123800
Visa,GE Capital,4308081305059690,42156,46905,11,117800
Japan Credit Bureau,JCB,3547191831753730,41821,46204,10,10400
Japan Credit Bureau,JCB,3539966254309870,39753,44866,4,180000
Master Card,Capital One,5194501294665630,39692,44805,22,32700
Visa,Barclays,4220246891511050,42552,45474,22,82100
Diners Club International,Diners Club,30564180811506,42736,48580,6,12300
Discover,Discover,6011200264248480,41640,46023,15,48600
American Express,American Express,349844987884039,41487,45870,1,48400
Diners Club International,Diners Club,30360512179955,41852,45139,10,83100
Discover,Discover,6011676101084170,40909,43831,3,180500
American Express,U.S. Bancorp,344736728732276,39234,40695,12,50800
Diners Club International,Diners Club,39201677411620,41609,42705,1,164300
Diners Club International,Diners Club,30265209412744,40148,43800,3,106400
Master Card,Bank of America,5373255114563340,40695,45078,10,164500
Discover,Discover,6011730841516860,41974,47088,10,184400
Japan Credit Bureau,JCB,3547250924875030,42767,49706,17,153100
Japan Credit Bureau,JCB,3581035769204050,42036,42767,4,29300
Master Card,Capital One,5138438119167860,40695,45809,25,144300
Discover,Discover,6222603010729120,40969,42795,22,10700
Japan Credit Bureau,JCB,3560060352663640,41426,42156,21,54400
Discover,Discover,6011577324246040,40452,43739,5,26300
Japan Credit Bureau,JCB,3588186423174980,41760,43952,22,198500
Master Card,Citibank,5330390061513660,41275,47484,16,179500
Master Card,Chase,5494876925623870,39142,45352,4,124400
Discover,Discover,6011287333331050,41518,42614,11,163700
American Express,American Express,341038805693593,42552,44378,12,137600
Master Card,Chase,5214383751402790,41487,48792,16,145500
Japan Credit Bureau,JCB,3533462634610760,39630,46935,3,125000
Japan Credit Bureau,JCB,3543173281543020,42705,47453,20,159300
American Express,Bank of America,345801004953449,39326,44805,27,122900
Japan Credit Bureau,JCB,3556982747915340,40940,46784,26,158500
Visa,First National,4373843452204060,39417,41609,21,174700
Master Card,Citibank,5386069858844700,40848,44501,21,167500
Visa,Citibank,4013729188139670,41518,43344,22,109500
Japan Credit Bureau,JCB,3571549513021530,39995,42917,17,196900
Japan Credit Bureau,JCB,3570240270278130,40575,47150,15,118600
Diners Club International,Diners Club,30071651377462,40909,47849,11,184400
Visa,Citibank,4238611369227860,42370,47484,22,96300
Diners Club International,Diners Club,39968796275967,39845,43497,15,82000
Japan Credit Bureau,JCB,3530465541275880,40360,47665,3,75400
American Express,American Express,340282320097093,42278,44470,2,12700
American Express,USAA,377394790472007,42095,47939,25,37800
Master Card,Bank of America,5420158805266340,39142,44986,4,75200
American Express,Bank of America,341086909760883,42339,43435,5,10900
American Express,USAA,343231174795507,42826,49035,4,73300
American Express,American Express,376089330475178,40725,41821,6,103400
Discover,Discover,6449176837136250,42887,46539,25,164900
Diners Club International,Diners Club,30471973627240,41821,47300,4,11900
Discover,Discover,6441211608736370,39479,46054,5,178600
Discover,Discover,6011478328163840,39965,46174,9,22800
Visa,Chase,4258039962702570,39448,45658,7,19800
Discover,Discover,6011905969808510,41640,45292,7,52700
Diners Club International,Diners Club,30312758862331,40179,40909,2,127700
Japan Credit Bureau,JCB,3584268382678790,39814,45292,17,13100
Diners Club International,Diners Club,30550122587734,42339,46722,11,162100
Visa,Citibank,4763239794563610,40725,42186,20,30300
Master Card,GE Capital,5147557253289170,41974,44531,27,85000
Master Card,Citibank,5301604866490710,40848,44866,14,11600
American Express,U.S. Bancorp,371624204149338,40391,47696,19,112400
Discover,Discover,6011080784500200,39600,46539,4,184900
Master Card,Barclays,5475925078746410,41487,45139,2,181000
Master Card,Bank of America,5333620429278520,41334,45717,26,12000
American Express,American Express,377726364994389,39508,42430,13,136400
Japan Credit Bureau,JCB,3575207640821240,41671,42401,23,17000
Master Card,Wells Fargo,5345529101140480,39083,46023,6,142000
Discover,Discover,6011771114068450,41030,42856,2,88100
Visa,GE Capital,4219438102809560,41699,44986,28,157800
Visa,Chase,4507702297055480,41730,47939,12,194500
American Express,American Express,344113924906551,41913,45566,9,147000
Master Card,Chase,5226430689797410,40969,46082,13,175500
Japan Credit Bureau,JCB,3529946691862850,42401,46054,23,38400
American Express,American Express,372125032278256,42186,42552,14,146200
Visa,PNC,4364059080542650,42217,45505,24,25700
Visa,Chase,4641793209343670,39508,41699,4,115100
American Express,American Express,348155330492607,42826,45383,1,76200
American Express,American Express,379128972602025,40179,41640,11,30300
Discover,Discover,6011808580349070,42005,46753,25,199900
Discover,Discover,6011416085646220,39173,40634,12,73000
Diners Club International,Diners Club,30993119693042,40544,42005,23,41600
Master Card,Bank of America,5268986823928120,40544,40909,9,109400
Master Card,Citibank,5391653884860280,39142,41699,1,189700
Diners Club International,Diners Club,36954209339767,41518,43709,6,174600
Discover,Discover,6011865534745040,42005,42736,18,62700
Discover,Discover,6599334440959820,39448,39814,7,27200
Visa,Wells Fargo,4156967960281750,42217,42583,16,135100
American Express,USAA,341808497936603,42491,46508,23,101100
Japan Credit Bureau,JCB,3540730207269970,40391,41122,15,91300
Diners Club International,Diners Club,30038903331738,42036,46419,2,21300
Visa,Bank of America,4095607868897750,42522,44348,3,60700
Visa,Citibank,4829830917575340,41548,46661,25,30700
American Express,American Express,347400690954866,40513,42339,17,54700
Visa,U.S. Bancorp,4174002741594210,40269,47574,3,83200
Discover,Discover,6228635498601660,40391,44409,10,26600
Master Card,Bank of America,5136269158160300,39387,43040,15,47400
Visa,Chase,4522068357668040,41671,47880,8,192500
American Express,American Express,374709096258052,42767,49341,6,147900
American Express,American Express,373650825940993,41244,44531,1,188600
Discover,Discover,6011717805367850,39873,44621,27,97900
Visa,Citibank,4462317199889060,39142,39873,12,33400
Japan Credit Bureau,JCB,3533519219127460,39114,46419,13,83400
Diners Club International,Diners Club,30936965717548,42917,46569,22,194000
Diners Club International,Diners Club,30935035625806,42644,49218,6,113800
Discover,Discover,6011018041692150,40513,44531,7,26600
Visa,Chase,4474238305272300,41153,41518,20,45100
Discover,Discover,6226469600870290,39203,42856,8,172600
Master Card,USAA,5324095221023850,42401,43132,26,81500
Japan Credit Bureau,JCB,3586145051099460,39326,40057,18,56200
American Express,Bank of America,343506240495202,42186,45108,21,193600
Japan Credit Bureau,JCB,3531085812930180,41548,43009,14,20300
Diners Club International,Diners Club,30998554410224,40909,44562,19,185600
Visa,Chase,4728801295820440,41852,45870,1,180900
Diners Club International,Diners Club,30051520426864,42461,47209,16,121000
Discover,Discover,6011324486753170,40940,43132,22,13100
Master Card,Capital One,5358151359720590,40299,43586,9,17000
American Express,American Express,348576462207234,40909,44562,6,133400
Visa,Chase,4378758510662880,42125,42856,16,196100
Discover,Discover,6011787776967350,41699,49004,10,199000
Japan Credit Bureau,JCB,3589328449838710,41091,41456,19,183300
American Express,American Express,349865666658535,39142,43891,14,153300
American Express,Bank of America,341662000709993,41275,47119,7,15400
Japan Credit Bureau,JCB,3553011611493340,40940,45689,17,28700
Diners Club International,Diners Club,30065301985781,41791,48731,3,74400
Diners Club International,Diners Club,30254209334207,42644,46296,8,63400
Japan Credit Bureau,JCB,3574199031586930,39904,42826,1,60700
Diners Club International,Diners Club,36081253918096,42491,47969,2,47200
American Express,American Express,378843308291944,41640,46753,20,158500
Japan Credit Bureau,JCB,3582074019985770,41821,44378,17,106200
Visa,Cabela’s WFB,4749637087716330,40756,43678,2,160000
American Express,American Express,342806298084275,39753,46327,17,100100
Diners Club International,Diners Club,30347724390405,40817,43374,15,114200
American Express,American Express,373220373186884,41730,49035,3,144600
Diners Club International,Diners Club,30319024745554,42370,49675,10,88000
American Express,American Express,343149694727885,39904,44652,5,157800
Japan Credit Bureau,JCB,3583569917037280,41306,47515,27,40600
Diners Club International,Diners Club,30004738144266,39539,41730,7,26700
Master Card,Chase,5291180513210240,40787,42248,10,197100
Visa,USAA,4757919772931010,43070,50010,15,114600
Discover,Discover,6539384472564810,42248,49188,20,48800
Master Card,Citibank,5106501222699440,40878,43070,9,147200
American Express,American Express,376931520872013,39203,40299,19,30100
Visa,Chase,4262562483381890,40787,41883,10,48100
Discover,Discover,6011741618194880,39630,46204,26,102400
American Express,USAA,345726324297435,42767,46054,6,128400
Discover,Discover,6011464273285540,40848,43770,14,163200
Master Card,Bank of America,5237722121023060,41974,46722,28,44300
Master Card,U.S. Bancorp,5163542032750990,41275,46023,7,152200
Diners Club International,Diners Club,30935523190180,41609,48183,25,58900
Diners Club International,Diners Club,30117366108096,41091,45839,1,28200
